Source, SourceFunction, SourcePath, Sink, SinkFunction, SinkPath, Remark, Plugin
user : SysUser, list, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysUserController.java, user, selectUserList, /Users/pang0lin/Downloads/RuoYi/ruoyi-system/src/main/java/com/ruoyi/system/service/impl/SysUserServiceImpl.java, MyBatis Mapper XML SQL injection, MyBatisMapperXmlSqlInjection
user : SysUser, export, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysUserController.java, user, selectUserList, /Users/pang0lin/Downloads/RuoYi/ruoyi-system/src/main/java/com/ruoyi/system/service/impl/SysUserServiceImpl.java, MyBatis Mapper XML SQL injection, MyBatisMapperXmlSqlInjection
role : SysRole, list, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysRoleController.java, role, selectRoleList, /Users/pang0lin/Downloads/RuoYi/ruoyi-system/src/main/java/com/ruoyi/system/service/impl/SysRoleServiceImpl.java, MyBatis Mapper XML SQL injection, MyBatisMapperXmlSqlInjection
role : SysRole, export, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysRoleController.java, role, selectRoleList, /Users/pang0lin/Downloads/RuoYi/ruoyi-system/src/main/java/com/ruoyi/system/service/impl/SysRoleServiceImpl.java, MyBatis Mapper XML SQL injection, MyBatisMapperXmlSqlInjection
user : SysUser, ajaxRegister, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysRegisterController.java, isEmpty(...), register, /Users/pang0lin/Downloads/RuoYi/ruoyi-framework/src/main/java/com/ruoyi/framework/shiro/service/SysRegisterService.java, Sensitive method may not be executed depending on a $@  which flows from $@., ConditionalBypass
user : SysUser, ajaxRegister, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysRegisterController.java, isEmpty(...), register, /Users/pang0lin/Downloads/RuoYi/ruoyi-framework/src/main/java/com/ruoyi/framework/shiro/service/SysRegisterService.java, Sensitive method may not be executed depending on a $@  which flows from $@., ConditionalBypass
"SSL", sendSSLPost, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/http/HttpUtils.java, "SSL", sendSSLPost, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/http/HttpUtils.java, TLS version is unsafe., UnsafeTlsVersion
file : MultipartFile, uploadFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/common/CommonController.java, absPath, upload, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
file : MultipartFile, uploadFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/common/CommonController.java, ... + ..., getAbsoluteFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
file : MultipartFile, updateAvatar, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysProfileController.java, absPath, upload, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
file : MultipartFile, updateAvatar, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/system/SysProfileController.java, ... + ..., getAbsoluteFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
resource : String, resourceDownload, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/common/CommonController.java, filePath, writeBytes, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUtils.java, Possiable File Injection, FilePathInjection
fileName : String, fileDownload, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/common/CommonController.java, filePath, writeBytes, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUtils.java, Possiable File Injection, FilePathInjection
fileName : String, fileDownload, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/common/CommonController.java, filePath, deleteFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUtils.java, Possiable File Injection, FilePathInjection
getOriginalFilename(...) : String, extractFilename, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, absPath, upload, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
getOriginalFilename(...) : String, extractFilename, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, ... + ..., getAbsoluteFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
getOriginalFilename(...) : String, getExtension, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, absPath, upload, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
getOriginalFilename(...) : String, getExtension, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, ... + ..., getAbsoluteFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
files : List, uploadFiles, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/common/CommonController.java, absPath, upload, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
files : List, uploadFiles, /Users/pang0lin/Downloads/RuoYi/ruoyi-admin/src/main/java/com/ruoyi/web/controller/common/CommonController.java, ... + ..., getAbsoluteFile, /Users/pang0lin/Downloads/RuoYi/ruoyi-common/src/main/java/com/ruoyi/common/utils/file/FileUploadUtils.java, Possiable File Injection, FilePathInjection
